Text	Start Time (s)	duration	label
so his cover is	1409.08	4.8	1
blown to keep away but that's Ace shot	1411.56	5.401	1
off and now no one else Peaks versus one	1413.88	5.32	0
holding a tight angle as set kin goes	1416.96	4.599	1
for the crabwalk though and he'll get	1419.2	6.64	0
the pick seven to four now last round	1421.56	8.12	1
Sentinels great control here kind of	1425.84	6.16	1
activating un loud so quick it almost	1429.68	3.88	1
look like loud fell asleep at the wheel	1432.0	3.52	0
for a second that's just the timing	1433.56	4.321	0
wasn't there Sentinels get a Thanos	1435.52	4.759	0
timing walking into elbow here Sai drops	1437.88	7.48	0
qck no flash and this what three a crowd	1440.28	7.201	1
that was so unlucky there for loud	1445.36	4.04	1
because they were anticipating that hit	1447.48	4.64	1
from SEL you saw who was I think it was	1449.4	4.92	1
C looking towards the a with a frenzy	1452.12	4.2	1
getting ready to hit that but hit both	1454.32	3.52	1
of his teammates even all three before	1456.32	3.839	1
but let's hold that thought Sher already	1457.84	4.68	1
out outside of the gates and blow Sedar	1460.16	3.561	1
to	1462.52	4.6	1
bits once again numbers Advantage for	1463.72	4.88	1
Sentinels Al allwing for them to work	1467.12	4.32	1
the map working back towards his BS side	1468.6	4.88	1
and right there I hope I have enough	1471.44	4.239	1
time to say this never mind not at all	1473.48	3.52	1
paranoia going back and forth just to	1475.68	3.521	1
try to delay towards the market but	1477.0	4.64	1
still allowing sentinals to gain space	1479.2	4.92	1
and a plant attempt as we went for	1481.64	3.919	1
attack first and lost players towards	1484.12	3.2	1
the market side sash is still alive at	1485.56	4.84	1
that spot though we try to hold it back	1487.32	5.839	1
finally successful for the	1490.4	5.361	1
sentinals smoke to just to help s a	1493.16	4.601	0
little bit towards the market L just	1495.76	3.56	1
winning here for that fight coming out	1497.76	4.88	1
from qck it's slow but it's coming as a	1499.32	4.76	1
dizzy comes up just to try to delay	1502.64	2.68	1
towards the back of the site even more	1504.08	3.04	1
finally that contact as you mentioned	1505.32	4.079	1
second season flates coming out there's	1507.12	4.76	1
that execution now for S back and forth	1509.4	4.52	1
but still the advantage for the attack	1511.88	4.76	1
side as they know it was that flanker	1513.92	4.921	1
qck with no utility after he uses his	1516.64	5.159	1
wall contact out to sasi allowing here a	1518.84	4.76	1
second just to wait for the tap pain	1521.8	3.721	1
shells to keep him at Bay that will	1523.6	3.24	1
definitely end the half right now	1525.52	2.8	1
especially with that	1526.84	3.92	1
coming out from Saia SS to close out the	1528.32	4.28	0
half with a four-point	1530.76	4.279	1
lead second us an ALT there at the	1532.6	4.439	1
beginning of the round the pressures	1535.04	4.481	1
created it's been such a different in	1537.04	4.24	1
that sense of ultimates being used right	1539.52	4.12	1
off the rip all of sck's hunters uh the	1541.28	4.161	1
hunters Furies came at the beginning of	1543.64	3.8	1
the round came to try and discombobulate	1545.44	4.119	1
what Sentinels was doing and they only	1547.44	4.32	1
had to slightly respect it cuz they can	1549.56	4.681	1
dodge it Z comes in you have to respect	1551.76	4.68	1
it the fundamental differences in the	1554.24	5.28	1
power that these comps can hit with is	1556.44	5.16	1
huge and we'll see that as loud comes on	1559.52	3.6	1
the attack side now it takes so much	1561.6	3.72	1
more to orchestrate this composition	1563.12	4.2	1
into a sight you definitely see a lot	1565.32	3.2	1
from all of these players right about	1567.32	3.68	1
that meta the battle of the igls the big	1568.52	4.56	1
brains from the coaching staff it's also	1571.0	3.64	1
just a heads sub play from all these	1573.08	3.76	1
players that has been looking so good in	1574.64	3.68	1
this first half and speaking of	1576.84	3.88	1
information to react right away a knife	1578.32	4.359	1
went out towards the as sign pinging a	1580.72	4.679	1
few here thrown by zelus and SEL knows	1582.68	4.48	1
as hits coming towards the aide and	1585.4	3.921	1
they're ready for this signature retake	1587.16	4.601	1
play style on the a site loud still	1589.32	4.28	1
deciding to work towards a though so	1591.76	3.21	0
they might have something back in	1593.6	3.679	0
[Applause]	1594.97	4.39	0
return what are we working with there	1597.28	3.681	0
are some ghosts so a little bit of a	1599.36	3.64	0
drop on util there classics will be able	1600.96	4.599	0
to come in full utility wise and the	1603.0	5.36	1
early delay early fakes with a bit of	1605.56	4.441	1
utility here I wonder if that's going to	1608.36	4.64	1
allow s in a bit more but this is louder	1610.0	4.32	1
hunger down here it's going to be hard	1613.0	3.08	1
to get them out parano and dizzy that's	1614.32	3.28	1
going to hit Fus runs inside the smoke	1616.08	4.24	1
the boom even SPS him and blows him away	1617.6	4.72	0
flash towards the back coward Z's fully	1620.32	3.88	1
blinded but is okay to stay behind the	1622.32	4.2	1
smoke attack onto the spike a FL line	1624.2	4.04	1
coming out a spray through the smoke a	1626.52	3.759	1
spray and pray and for L to hopefully	1628.24	4.08	1
get this pistol on their side it's not	1630.28	4.601	1
even halfway the oh the wingman already	1632.32	5.56	1
got fed but there's no time left there's	1634.88	6.82	1
no time left in front right clicks	1637.88	5.88	1
[Applause]	1641.7	4.62	1
what oh this is going to be the type of	1643.76	4.279	1
place that we're going to see in a p SM	1646.32	3.64	1
plays between loud and	1648.04	4.161	1
Sentinels we're going to be on Ed they	1649.96	4.719	1
they call that Cinema no just kidding	1652.2	4.959	1
that was the uh that was the Tuesday mat	1654.68	5.72	1
night that was absolute	1657.16	7.88	1
chaos oh my gosh did that's the I have	1660.4	7.241	1
one final Choice moment situations	1665.04	4.24	1
everybody's doing the final thing they	1667.64	3.759	1
know they're going to go down and that	1669.28	4.52	1
one was to jump through the smoke and	1671.4	3.921	1
finally kill the diffuser even though it	1673.8	2.681	1
probably wouldn't have been half that	1675.32	2.8	0
was just the kind of situation	1676.48	3.64	0
the pressure loud puts on the first	1678.12	3.64	0
attack round of their pistol here second	1680.12	3.36	1
half a big push here from Sentinels	1681.76	3.799	1
though this is going to be another War	1683.48	3.52	1
continuing with the double flash	1685.56	3.561	1
combination from the initiators but qck	1687.0	4.2	1
is just ready for that so that only does	1689.12	4.36	1
he stops to push from SEL but that's	1691.2	3.56	1
building up his ultimate here for the	1693.48	2.799	1
later rounds even trying to clear for	1694.76	3.44	1
more grabbing the or behind the all	1696.28	3.921	0
drone wouldn't be surprised if they just	1698.2	3.52	0
give him a plan or he just chases the	1700.2	3.599	1
kill but you're seeing like sentinals	1701.72	4.04	1
are trying to rework the map somewhere	1703.8	4.641	1
go head to-head Omen versus tues gets	1705.76	5.68	1
the upper hand of	1708.44	5.56	1
T actually did see qk trying to hunt for	1711.44	4.8	1
more kills there he got instantly Ned by	1714.0	4.559	1
sashy camera will let them know they can	1716.24	5.559	1
end at a on this one in loud I I feel	1718.56	5.84	1
like needed to start setting the pace as	1721.8	5.561	1
they got onto this attack side Sentinels	1724.4	5.12	1
as they were on attack like I said what	1727.36	4.08	1
didn't care when the hunters Fury came	1729.52	3.481	1
out from loud they were able to work	1731.44	4.28	1
around it absorb loud utility at market	1733.0	5.72	1
and hit a or the other way around A to B	1735.72	6.36	1
here loud cannot let Sentinel set up a	1738.72	5.439	1
defensive spot loud needs to be in their	1742.08	4.28	1
face all the time and again with this	1744.16	4.601	1
composition loud has that has to be	1746.36	4.52	1
everybody behind qck right qck is not	1748.76	4.639	1
blast packing in he's not dashing in	1750.88	4.24	1
Stand they have to go in together and	1753.4	3.12	1
right now they're picking these rounds	1755.12	3.96	1
up together yeah I mean as much as SEL	1756.52	4.28	0
has utility to retake these sights for	1759.08	3.439	0
alloud side they have as much s right	1760.8	2.921	1
they have the fault line to come out	1762.52	3.481	1
they have the over the smokes they have	1763.72	3.799	1
paranoia if they haven't used it forly	1766.0	3.72	1
takes it comes down to how they work the	1767.52	5.0	1
map once again here on the attack senel	1769.72	4.199	1
might have to try to change things a	1772.52	3.081	1
little bit here as they	1773.92	4.961	1
have a good round to come	1775.6	5.079	1
through that's for them to try to	1778.88	3.08	1
control something I wonder if they	1780.68	4.641	1
Sentinels try a trap play right away go	1781.96	4.839	1
for their own better guns than this with	1785.32	3.28	1
better guns than this	1786.8	4.72	1
yeah cuz it would be good against	1788.6	6.28	1
loud if if if loud were to go slow on	1791.52	5.801	1
around might be this thinking the low	1794.88	6.039	1
Low by is going to create a tough tough	1797.32	5.8	1
entry into the Sight Four towards a for	1800.92	4.201	1
loud heavy side as well for Sentinels	1803.12	4.52	1
strong side rather looks like up and	1805.12	4.24	1
over flash by Dizzy No they I don't	1807.64	4.24	1
think they've thrown anything yet heard	1809.36	3.96	1
a Flash coming out from zelus just to	1811.88	3.6	1
delay a bit though big paranoia fast	1813.32	4.88	1
again yeah boombod Z satchels away T's	1815.48	4.199	1
trying to swing back out just to try to	1818.2	3.64	1
catch Q off guard a knife is going to	1819.68	4.12	1
delay that utility that would allow for	1821.84	3.76	1
LA to gain that momentum gain that space	1823.8	4.081	1
that it gain towards the elbow SEL wants	1825.6	3.64	1
to fight back the aggression comes	1827.88	3.72	1
through Q still on the top a stier close	1829.24	5.24	1
range the celus for the classic H hands	1831.6	4.84	0
on the ground finally T takes him down	1834.48	4.079	1
and all the rest of loud Falls as twois	1836.44	4.839	1
was looking for that lurk and sels they	1838.56	4.72	1
fight back on the gun round they realize	1841.28	4.841	1
it's going to be chaos saner just as as	1843.28	4.721	1
hard and weird and fast right there as	1846.12	4.2	1
loud as trying to Hit That Elbow spot	1848.0	4.679	1
also take a little Pawn control and it	1850.32	4.76	1
is taking control to kind of organize	1852.68	4.281	1
this mess that's going on the nades that	1855.08	3.52	1
are being being thrown that first	1856.96	4.36	0
allowed this Long Peak to come through	1858.6	4.559	0
with qck there they knew they needed to	1861.32	4.359	1
get him out of the situation unroot him	1863.16	4.321	1
it just caused the push Sentinels is	1865.68	4.321	1
there numbers cuz they did choose the	1867.48	5.919	1
right sight expecting loud to hit a	1870.0	5.399	1
sometimes at some point those paint	1873.4	3.961	1
shells went down there from Zin and Q	1875.4	3.801	1
somehow still stood alive so you jump up	1877.36	4.319	1
on the box as fast as possible it's	1879.2	5.24	1
definitely difficult there for SEL are	1881.68	4.401	1
try to regain the elbow side but they	1884.44	3.959	1
did power numbers	1886.08	4.599	1
now we have a tech pause coming out here	1888.4	3.721	1
but it's quick you know didn't even have	1890.68	3.281	1
a chance to talk about it wow that's	1892.12	5.08	1
even better all right cool I'll take	1893.96	6.24	1
that any day now and just making sure	1897.2	5.319	1
Tech pause works right Tech pause the	1900.2	5.439	1
tech pause Le loud right now still has	1902.52	5.681	1
this run it back here that they could	1905.64	5.16	1
use they're adding that pressure on this	1908.2	5.56	1
a side to start even trying to see if	1910.8	4.6	1
there's going to be a push from s down	1913.76	4.159	1
towards the middle for a link control	1915.4	3.76	1
senel on their end though they're	1917.92	3.48	1
looking for once again the first Contact	1919.16	3.721	1
towards the front zel's with the support	1921.4	3.4	1
and the flashes on the back of the	1922.88	4.159	0
dumpster so they could fight back that's	1924.8	3.88	0
all they want to do so	1927.04	4.081	0
far when they spray it across they	1928.68	4.161	0
